"Date,""Price"",""Open"",""High"",""Low"",""Vol."",""Change %"""
"11/01/2024,""11,618.68"",""11,834.50"",""11,992.00"",""11,618.68"",""271.17M"",""-1.48%"""
"10/01/2024,""11,792.92"",""12,198.41"",""12,355.26"",""11,745.30"",""477.86M"",""-3.09%"""
"09/01/2024,""12,168.87"",""12,421.80"",""12,459.82"",""11,877.88"",""504.04M"",""-2.15%"""
"08/01/2024,""12,436.59"",""12,047.34"",""12,483.57"",""11,441.91"",""28.92M"",""0.97%"""
"07/01/2024,""12,317.44"",""12,106.94"",""12,434.03"",""11,920.09"",""448.44M"",""2.70%"""
"06/01/2024,""11,993.83"",""12,065.32"",""12,295.18"",""11,955.08"",""480.99M"",""-0.06%"""
"05/01/2024,""12,000.86"",""11,286.71"",""12,050.29"",""11,188.72"",""539.69M"",""6.57%"""
"04/01/2024,""11,260.91"",""11,730.43"",""11,762.56"",""11,127.42"",""537.99M"",""-4.00%"""
"03/01/2024,""11,730.43"",""11,486.72"",""11,799.91"",""11,424.79"",""592.55M"",""2.55%"""
"02/01/2024,""11,438.86"",""11,264.59"",""11,524.36"",""11,064.90"",""521.80M"",""0.93%"""
"01/01/2024,""11,333.38"",""11,204.85"",""11,473.57"",""11,088.62"",""471.14M"",""1.76%"""
"12/01/2023,""11,137.79"",""10,888.57"",""11,333.91"",""10,851.92"",""466.57M"",""2.61%"""
"11/01/2023,""10,854.32"",""10,453.52"",""10,879.52"",""10,424.47"",""623.96M"",""4.46%"""
"10/01/2023,""10,391.16"",""10,975.18"",""11,069.27"",""10,251.33"",""501.54M"",""-5.22%"""
"09/01/2023,""10,963.50"",""11,100.55"",""11,244.12"",""10,814.94"",""503.13M"",""-1.46%"""
"08/01/2023,""11,125.95"",""11,154.53"",""11,244.64"",""10,749.38"",""488.04M"",""-1.62%"""
"07/01/2023,""11,309.25"",""11,288.15"",""11,399.49"",""10,851.84"",""402.15M"",""0.26%"""
"06/01/2023,""11,280.29"",""11,266.31"",""11,490.78"",""11,070.61"",""685.29M"",""0.56%"""
"05/01/2023,""11,217.89"",""11,460.05"",""11,616.37"",""11,194.94"",""968.91M"",""-1.92%"""
"04/01/2023,""11,437.14"",""11,112.31"",""11,549.03"",""11,042.76"",""837.15M"",""2.98%"""
"03/01/2023,""11,106.24"",""11,091.90"",""11,203.67"",""10,395.33"",""2.87B"",""0.07%"""
"02/01/2023,""11,098.35"",""11,299.53"",""11,361.73"",""11,034.48"",""1.14B"",""-1.66%"""
"01/01/2023,""11,285.78"",""10,853.91"",""11,453.64"",""10,822.76"",""1.04B"",""5.19%"""
"12/01/2022,""10,729.40"",""11,215.50"",""11,283.87"",""10,659.19"",""1.22B"",""-3.58%"""
"11/01/2022,""11,127.77"",""10,870.09"",""11,252.16"",""10,633.38"",""1.07B"",""2.77%"""
"10/01/2022,""10,827.93"",""10,182.27"",""10,850.31"",""10,010.78"",""1.01B"",""5.46%"""
"09/01/2022,""10,267.55"",""10,768.61"",""11,083.49"",""10,015.37"",""943.09M"",""-5.41%"""
"08/01/2022,""10,855.03"",""11,118.11"",""11,241.18"",""10,816.54"",""685.83M"",""-2.61%"""
"07/01/2022,""11,145.91"",""10,647.02"",""11,216.76"",""10,631.55"",""776.55M"",""3.77%"""
"06/01/2022,""10,741.21"",""11,682.24"",""11,692.66"",""10,349.65"",""1.01B"",""-7.49%"""
"05/01/2022,""11,611.38"",""12,081.23"",""12,097.98"",""11,233.72"",""902.22M"",""-4.27%"""
"04/01/2022,""12,128.76"",""12,157.17"",""12,569.97"",""11,814.84"",""854.85M"",""-0.27%"""
"03/01/2022,""12,161.53"",""11,987.44"",""12,388.79"",""10,871.24"",""1.44B"",""1.46%"""
"02/01/2022,""11,986.78"",""12,338.54"",""12,422.95"",""11,480.76"",""1.06B"",""-1.96%"""
"01/01/2022,""12,226.70"",""12,934.42"",""12,997.15"",""11,867.78"",""918.37M"",""-5.04%"""
"12/01/2021,""12,875.66"",""12,207.76"",""12,980.14"",""12,093.37"",""743.35M"",""5.89%"""
"11/01/2021,""12,159.69"",""12,174.92"",""12,625.81"",""12,071.67"",""898.16M"",""0.43%"""
"10/01/2021,""12,108.17"",""11,491.08"",""12,153.10"",""11,381.74"",""714.40M"",""4.00%"""
"09/01/2021,""11,642.45"",""12,472.04"",""12,491.18"",""11,465.59"",""882.50M"",""-6.19%"""
"08/01/2021,""12,411.11"",""12,165.21"",""12,573.43"",""12,124.36"",""665.34M"",""2.43%"""
"07/01/2021,""12,116.82"",""11,993.98"",""12,146.68"",""11,799.23"",""767.21M"",""1.46%"""
"06/01/2021,""11,942.72"",""11,415.20"",""12,072.11"",""11,389.88"",""906.75M"",""5.10%"""
"05/01/2021,""11,363.45"",""11,072.54"",""11,443.97"",""10,932.85"",""848.37M"",""3.09%"""
"04/01/2021,""11,022.34"",""11,102.29"",""11,266.78"",""11,022.34"",""1.14B"",""-0.23%"""
"03/01/2021,""11,047.37"",""10,659.26"",""11,143.86"",""10,606.08"",""1.40B"",""4.99%"""
"02/01/2021,""10,522.22"",""10,666.16"",""10,953.42"",""10,513.43"",""929.63M"",""-0.65%"""
"01/01/2021,""10,591.06"",""10,805.93"",""11,014.28"",""10,591.06"",""1.16B"",""-1.05%"""
"12/01/2020,""10,703.51"",""10,473.33"",""10,749.68"",""10,237.94"",""1.11B"",""2.17%"""
"11/01/2020,""10,476.43"",""9,595.66"",""10,644.22"",""9,556.93"",""1.52B"",""9.28%"""
"10/01/2020,""9,587.15"",""10,256.95"",""10,407.01"",""9,494.52"",""1.25B"",""-5.89%"""
"09/01/2020,""10,187.00"",""10,228.97"",""10,591.66"",""10,091.98"",""1.36B"",""0.51%"""
"08/01/2020,""10,135.56"",""10,013.36"",""10,356.75"",""9,999.55"",""903.60M"",""1.30%"""
"07/01/2020,""10,005.90"",""10,027.45"",""10,535.33"",""9,984.99"",""1.27B"",""-0.39%"""
"06/01/2020,""10,045.30"",""9,874.84"",""10,291.46"",""9,633.20"",""1.75B"",""2.17%"""
"05/01/2020,""9,831.49"",""9,618.93"",""9,966.05"",""9,389.66"",""1.48B"",""2.10%"""
"04/01/2020,""9,629.40"",""9,311.92"",""9,948.84"",""9,036.73"",""1.72B"",""3.41%"""
"03/01/2020,""9,311.92"",""9,844.27"",""10,321.42"",""7,650.23"",""3.60B"",""-5.28%"""
"02/01/2020,""9,831.03"",""10,650.02"",""11,270.00"",""9,725.32"",""1.66B"",""-7.50%"""
"01/01/2020,""10,627.88"",""10,585.29"",""10,960.75"",""10,536.28"",""1.27B"",""0.10%"""
"12/01/2019,""10,616.94"",""10,498.60"",""10,755.68"",""10,221.51"",""1.03B"",""1.18%"""
"11/01/2019,""10,493.24"",""10,235.56"",""10,544.04"",""10,223.80"",""1.15B"",""2.68%"""
"10/01/2019,""10,219.82"",""10,101.53"",""10,287.83"",""9,682.36"",""1.45B"",""1.40%"""
"09/01/2019,""10,078.32"",""9,903.94"",""10,140.93"",""9,829.28"",""1.43B"",""1.85%"""
"08/01/2019,""9,895.65"",""9,767.79"",""9,941.33"",""9,464.41"",""1.43B"",""-0.24%"""
"07/01/2019,""9,919.27"",""9,990.94"",""10,091.48"",""9,733.49"",""1.48B"",""0.21%"""
"06/01/2019,""9,898.24"",""9,466.04"",""10,062.65"",""9,439.06"",""1.02B"",""3.93%"""
"05/01/2019,""9,523.98"",""9,777.90"",""9,786.51"",""9,319.99"",""1.14B"",""-2.52%"""
"04/01/2019,""9,769.74"",""9,513.12"",""9,785.57"",""9,442.61"",""1.22B"",""3.08%"""
"03/01/2019,""9,477.84"",""9,431.83"",""9,582.91"",""9,228.86"",""1.29B"",""0.95%"""
"02/01/2019,""9,388.94"",""9,011.87"",""9,481.45"",""8,927.19"",""1.06B"",""4.68%"""
"01/01/2019,""8,969.27"",""8,391.90"",""9,027.46"",""8,388.97"",""1.14B"",""6.41%"""
"12/01/2018,""8,429.30"",""9,159.34"",""9,175.39"",""8,138.56"",""1.15B"",""-6.73%"""
"11/01/2018,""9,037.76"",""9,005.31"",""9,130.98"",""8,716.95"",""1.21B"",""0.17%"""
"10/01/2018,""9,022.16"",""9,094.28"",""9,194.99"",""8,586.82"",""1.36B"",""-0.72%"""
"09/01/2018,""9,087.99"",""8,971.20"",""9,123.38"",""8,796.35"",""977.92M"",""1.28%"""
"08/01/2018,""8,973.56"",""9,128.14"",""9,213.21"",""8,901.93"",""812.53M"",""-2.19%"""
"07/01/2018,""9,174.33"",""8,529.51"",""9,199.92"",""8,507.60"",""980.44M"",""6.56%"""
"06/01/2018,""8,609.30"",""8,558.34"",""8,697.07"",""8,372.90"",""1.15B"",""1.80%"""
"05/01/2018,""8,456.95"",""8,880.77"",""9,025.88"",""8,454.28"",""1.04B"",""-4.83%"""
"04/01/2018,""8,886.26"",""8,682.87"",""8,901.12"",""8,521.42"",""1.10B"",""1.66%"""
"03/01/2018,""8,740.97"",""8,879.13"",""8,993.88"",""8,501.17"",""1.20B"",""-1.86%"""
"02/01/2018,""8,906.38"",""9,386.01"",""9,424.55"",""8,664.03"",""1.14B"",""-4.60%"""
"01/01/2018,""9,335.40"",""9,436.96"",""9,616.38"",""9,335.40"",""1.07B"",""-0.50%"""
"12/01/2017,""9,381.87"",""9,314.90"",""9,468.84"",""9,214.37"",""941.55M"",""0.68%"""
"11/01/2017,""9,318.77"",""9,268.90"",""9,370.01"",""9,045.80"",""1.05B"",""0.83%"""
"10/01/2017,""9,242.18"",""9,177.03"",""9,318.04"",""9,062.64"",""997.36M"",""0.93%"""
"09/01/2017,""9,157.46"",""8,944.65"",""9,167.35"",""8,797.08"",""987.28M"",""2.60%"""
"08/01/2017,""8,925.45"",""9,088.14"",""9,198.45"",""8,752.21"",""932.75M"",""-1.43%"""
"07/01/2017,""9,055.00"",""8,944.90"",""9,101.81"",""8,835.12"",""1.03B"",""1.66%"""
"06/01/2017,""8,906.89"",""9,008.91"",""9,148.61"",""8,778.45"",""1.28B"",""-1.22%"""
"05/01/2017,""9,016.64"",""8,834.28"",""9,136.95"",""8,830.79"",""1.32B"",""2.31%"""
"04/01/2017,""8,812.67"",""8,669.50"",""8,853.96"",""8,491.61"",""1.01B"",""1.78%"""
"03/01/2017,""8,658.89"",""8,572.07"",""8,710.26"",""8,519.26"",""1.40B"",""1.32%"""
"02/01/2017,""8,545.81"",""8,345.54"",""8,598.65"",""8,264.81"",""1.12B"",""3.06%"""
