"Date,""Price"",""Open"",""High"",""Low"",""Vol."",""Change %"""
"01/01/2017,""8,291.69"",""8,302.86"",""8,475.15"",""8,192.58"",""1.24B"",""0.87%"""
"12/01/2016,""8,219.87"",""7,849.85"",""8,279.99"",""7,695.63"",""1.16B"",""4.38%"""
"11/01/2016,""7,875.19"",""7,864.67"",""8,004.17"",""7,585.56"",""1.53B"",""0.61%"""
"10/01/2016,""7,827.74"",""8,158.74"",""8,230.73"",""7,827.74"",""1.05B"",""-3.82%"""
"09/01/2016,""8,139.01"",""8,219.92"",""8,351.34"",""8,020.36"",""1.23B"",""-0.77%"""
"08/01/2016,""8,202.13"",""8,122.04"",""8,317.84"",""7,973.48"",""927.70M"",""0.92%"""
"07/01/2016,""8,127.20"",""8,048.15"",""8,262.70"",""7,845.89"",""1.21B"",""1.33%"""
"06/01/2016,""8,020.15"",""8,191.15"",""8,239.37"",""7,475.54"",""1.63B"",""-2.39%"""
"05/01/2016,""8,216.42"",""7,985.26"",""8,310.88"",""7,689.51"",""1.07B"",""3.21%"""
"04/01/2016,""7,960.85"",""7,688.58"",""8,210.93"",""7,607.74"",""1.19B"",""1.96%"""
"03/01/2016,""7,807.89"",""7,823.73"",""8,095.43"",""7,719.41"",""1.40B"",""-0.46%"""
"02/01/2016,""7,843.63"",""8,374.99"",""8,381.13"",""7,425.05"",""1.63B"",""-5.72%"""
"01/01/2016,""8,319.81"",""8,705.64"",""8,730.05"",""7,935.47"",""1.19B"",""-5.65%"""
"12/01/2015,""8,818.09"",""9,010.95"",""9,053.46"",""8,375.31"",""1.02B"",""-1.95%"""
"11/01/2015,""8,993.10"",""8,892.68"",""9,080.56"",""8,694.96"",""974.83M"",""0.61%"""
"10/01/2015,""8,938.65"",""8,620.46"",""8,984.54"",""8,420.18"",""1.03B"",""4.99%"""
"09/01/2015,""8,513.41"",""8,747.31"",""8,963.86"",""8,244.60"",""1.15B"",""-3.53%"""
"08/01/2015,""8,824.56"",""9,441.31"",""9,537.90"",""8,155.10"",""1.07B"",""-6.40%"""
"07/01/2015,""9,428.17"",""8,809.17"",""9,525.79"",""8,764.11"",""1.06B"",""7.37%"""
"06/01/2015,""8,780.91"",""9,303.22"",""9,323.57"",""8,727.95"",""1.16B"",""-4.95%"""
"05/01/2015,""9,237.79"",""9,112.04"",""9,426.45"",""8,729.00"",""950.23M"",""1.77%"""
"04/01/2015,""9,077.12"",""9,098.47"",""9,474.95"",""9,027.60"",""1.01B"",""-0.57%"""
"03/01/2015,""9,128.98"",""9,011.60"",""9,397.15"",""8,925.96"",""1.24B"",""1.27%"""
"02/01/2015,""9,014.53"",""8,439.93"",""9,067.23"",""8,398.18"",""1.14B"",""7.51%"""
"01/01/2015,""8,385.13"",""9,002.82"",""9,292.44"",""7,852.83"",""1.76B"",""-6.66%"""
"12/01/2014,""8,983.37"",""9,107.67"",""9,218.68"",""8,578.71"",""897.09M"",""-1.83%"""
"11/01/2014,""9,150.46"",""8,829.97"",""9,155.22"",""8,705.87"",""770.29M"",""3.54%"""
"10/01/2014,""8,837.78"",""8,819.21"",""8,843.15"",""7,870.89"",""1.38B"",""0.03%"""
"09/01/2014,""8,835.14"",""8,706.04"",""8,874.48"",""8,699.39"",""911.32M"",""2.03%"""
"08/01/2014,""8,658.97"",""8,382.25"",""8,689.65"",""8,183.55"",""790.48M"",""2.96%"""
"07/01/2014,""8,410.27"",""8,571.81"",""8,707.78"",""8,395.87"",""916.05M"",""-1.69%"""
"06/01/2014,""8,554.52"",""8,715.06"",""8,763.98"",""8,520.20"",""829.16M"",""-1.38%"""
"05/01/2014,""8,674.52"",""8,460.86"",""8,722.08"",""8,341.74"",""810.98M"",""2.33%"""
"04/01/2014,""8,476.66"",""8,480.89"",""8,546.06"",""8,235.01"",""935.77M"",""0.27%"""
"03/01/2014,""8,453.82"",""8,372.31"",""8,499.57"",""8,090.74"",""961.25M"",""-0.25%"""
"02/01/2014,""8,475.33"",""8,201.94"",""8,533.20"",""8,053.74"",""902.05M"",""3.47%"""
"01/01/2014,""8,191.33"",""8,178.92"",""8,544.12"",""8,067.28"",""1.06B"",""-0.14%"""
"12/01/2013,""8,202.98"",""8,263.60"",""8,287.39"",""7,766.74"",""726.69M"",""-0.74%"""
"11/01/2013,""8,264.20"",""8,235.26"",""8,365.65"",""8,125.92"",""818.89M"",""0.36%"""
"10/01/2013,""8,234.29"",""8,020.90"",""8,294.11"",""7,747.42"",""863.15M"",""2.64%"""
"09/01/2013,""8,022.60"",""7,820.00"",""8,144.53"",""7,818.32"",""714.61M"",""3.57%"""
"08/01/2013,""7,745.97"",""7,945.41"",""8,093.33"",""7,710.84"",""684.10M"",""-0.95%"""
"07/01/2013,""7,820.43"",""7,716.88"",""8,041.25"",""7,609.98"",""743.44M"",""1.79%"""
"06/01/2013,""7,683.04"",""7,816.46"",""7,914.20"",""7,247.25"",""949.77M"",""-3.32%"""
"05/01/2013,""7,947.01"",""7,867.73"",""8,411.30"",""7,850.86"",""906.96M"",""0.52%"""
"04/01/2013,""7,906.21"",""7,801.17"",""7,955.39"",""7,482.92"",""1.02B"",""1.18%"""
"03/01/2013,""7,813.67"",""7,577.99"",""7,874.21"",""7,548.73"",""906.97M"",""2.90%"""
"02/01/2013,""7,593.67"",""7,383.67"",""7,635.12"",""7,336.76"",""908.05M"",""2.74%"""
"01/01/2013,""7,390.86"",""6,975.16"",""7,495.83"",""6,970.80"",""941.86M"",""8.33%"""
"12/01/2012,""6,822.44"",""6,831.93"",""7,000.60"",""6,822.44"",""635.84M"",""0.03%"""
"11/01/2012,""6,820.60"",""6,572.82"",""6,848.20"",""6,508.52"",""861.05M"",""3.42%"""
"10/01/2012,""6,595.13"",""6,501.40"",""6,797.74"",""6,501.40"",""933.47M"",""1.53%"""
"09/01/2012,""6,495.88"",""6,376.55"",""6,620.10"",""6,355.83"",""903.65M"",""1.69%"""
"08/01/2012,""6,388.01"",""6,429.52"",""6,554.12"",""6,355.96"",""770.82M"",""-0.18%"""
"07/01/2012,""6,399.27"",""6,082.81"",""6,417.91"",""6,078.73"",""981.28M"",""5.48%"""
"06/01/2012,""6,066.86"",""5,866.20"",""6,074.37"",""5,712.13"",""1.02B"",""3.70%"""
"05/01/2012,""5,850.18"",""6,161.99"",""6,171.97"",""5,766.42"",""1.06B"",""-4.04%"""
"04/01/2012,""6,096.34"",""6,233.56"",""6,299.38"",""6,039.23"",""966.37M"",""-2.23%"""
"03/01/2012,""6,235.51"",""6,101.20"",""6,357.45"",""6,041.22"",""1.03B"",""2.06%"""
"02/01/2012,""6,109.93"",""5,984.11"",""6,268.56"",""5,979.22"",""1.06B"",""2.34%"""
"01/01/2012,""5,970.49"",""6,020.63"",""6,213.32"",""5,962.23"",""969.34M"",""0.58%"""
"12/01/2011,""5,936.23"",""5,665.41"",""5,938.63"",""5,640.29"",""886.78M"",""5.02%"""
"11/01/2011,""5,652.31"",""5,618.58"",""5,730.25"",""5,307.76"",""1.16B"",""-1.38%"""
"10/01/2011,""5,731.27"",""5,460.63"",""5,862.04"",""5,361.90"",""1.18B"",""3.61%"""
"09/01/2011,""5,531.74"",""5,532.94"",""5,637.01"",""5,128.78"",""1.73B"",""0.06%"""
"08/01/2011,""5,528.52"",""5,658.23"",""5,691.29"",""4,695.31"",""1.95B"",""-4.41%"""
"07/01/2011,""5,783.35"",""6,194.16"",""6,262.05"",""5,723.17"",""1.17B"",""-6.53%"""
"06/01/2011,""6,187.07"",""6,566.24"",""6,567.32"",""5,961.97"",""1.06B"",""-5.61%"""
"05/01/2011,""6,554.71"",""6,568.46"",""6,604.55"",""6,396.84"",""1.10B"",""0.23%"""
"04/01/2011,""6,539.70"",""6,391.76"",""6,555.69"",""6,220.50"",""1.01B"",""2.87%"""
"03/01/2011,""6,357.55"",""6,638.30"",""6,667.13"",""6,000.12"",""1.45B"",""-3.83%"""
"02/01/2011,""6,610.44"",""6,517.79"",""6,739.13"",""6,492.78"",""1.23B"",""2.03%"""
"01/01/2011,""6,479.15"",""6,473.68"",""6,659.87"",""6,424.87"",""1.16B"",""0.67%"""
"12/01/2010,""6,436.04"",""6,334.72"",""6,618.44"",""6,334.72"",""936.77M"",""1.96%"""
"11/01/2010,""6,312.43"",""6,500.43"",""6,639.00"",""6,308.01"",""1.17B"",""-2.47%"""
"10/01/2010,""6,472.23"",""6,295.77"",""6,537.35"",""6,228.33"",""1.08B"",""2.79%"""
"09/01/2010,""6,296.33"",""6,206.28"",""6,503.12"",""6,196.64"",""1.19B"",""1.87%"""
"08/01/2010,""6,180.89"",""6,243.67"",""6,409.75"",""6,047.16"",""1.02B"",""-0.32%"""
"07/01/2010,""6,200.78"",""6,042.15"",""6,364.72"",""5,934.95"",""1.21B"",""1.19%"""
"06/01/2010,""6,128.06"",""6,295.15"",""6,534.85"",""6,107.96"",""1.29B"",""-2.92%"""
"05/01/2010,""6,312.60"",""6,604.15"",""6,641.24"",""6,029.16"",""1.56B"",""-4.60%"""
"04/01/2010,""6,616.82"",""6,876.94"",""6,990.70"",""6,555.86"",""1.25B"",""-3.73%"""
"03/01/2010,""6,873.37"",""6,756.34"",""6,943.53"",""6,744.97"",""1.39B"",""2.42%"""
"02/01/2010,""6,710.99"",""6,408.68"",""6,735.44"",""6,240.24"",""1.61B"",""4.20%"""
"01/01/2010,""6,440.72"",""6,578.45"",""6,666.45"",""6,386.04"",""1.48B"",""-1.61%"""
